COUNTRY,PRODUCT,FLOW,INDICATOR,UNIT,DATA SOURCES,TIME_PERIOD,OBS_VALUE,OBS_COMMENTS,DATA STATUS,DATA CONFIDENTIALITY
Emirates,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2021,6971.500000000001,,,
Emirates,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2022,4927.5,,,
Emirates,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2023,4927.5,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2010,4727.9676,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2011,4626.2454,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2012,4808.7708,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2013,5175.6798,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2014,5330.8452,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2015,5873.5194,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2016,6345.411,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2017,6503.244000000001,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2018,6039.6972000000005,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2019,5958.9966,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2020,5406.9174,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2021,6351,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2022,6241.500000000001,,,
Emirates,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,Federal Competitiveness and Statistics Authority,2023,6241.500000000001,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2010,24429.079999999998,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2011,30471.699999999997,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2012,32324.999999999996,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2013,33721.439999999995,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2014,31118.199999999997,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2015,42505.219999999994,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2016,50540.844339999996,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2017,35770,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2018,35770,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2019,35040,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2020,32940,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2021,35770,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2022,33945,,,
Emirates,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,Federal Competitiveness and Statistics Authority,2023,34675,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2010,43443.343219999995,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2011,43972.24056,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2012,47461.8062,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2013,58731.749359999994,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2014,62044.26882,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2015,58140.76216,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2016,64436.232619999995,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2017,71787.36,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2018,75273.28799999999,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2019,70151.59431999999,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2020,58105.23052,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2021,68437.5,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2022,67050.5,,,
Emirates,Gasoline,Final energy consumption-Transport  -Road transport,Gasoline consumption,1000 b,Federal Competitiveness and Statistics Authority,2023,67050.5,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2010,60825.6,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2011,62520.479999999996,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2012,66615.12,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2013,70638.48,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2014,65490.479999999996,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2015,92925.36,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2016,100300.28184,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2017,104755,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2018,105485,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2019,103295,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2020,89304,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2021,106945,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2022,95995,,,
Emirates,Kerosene-type jet fuel,Transformation output -Refineries,Kerosene type jet fuel production,1000 b,Federal Competitiveness and Statistics Authority,2023,98550,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2010,30049.5492,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2011,31373.543519999996,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2012,35601.09696,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2013,53665.91208,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2014,44402.687999999995,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2015,63743.2884,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2016,65498.11488,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2017,58535.064719999995,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2018,54073.007999999994,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2019,56813.13,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2020,35145.92663999999,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2021,7993.499999999999,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2022,8395,,,
Emirates,Kerosene-type jet fuel,Final energy consumption-Transport  -Air transport,Kerosene type jet fuel consumption,1000 b,Federal Competitiveness and Statistics Authority,2023,8395,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2010,59681.27999999999,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2011,63621.119999999995,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2012,64067.99999999999,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2013,67260,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2014,70561.43999999999,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2015,95139.84,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2016,107452.48752,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2017,104031.84,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2018,109102.21343999999,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2019,102975.92639999998,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2020,100110.23999999999,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2021,123621.59999999999,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2022,123621.59999999999,,,
Emirates,Naphtha,Transformation output -Refineries,Naphtha production,1000 b,Federal Competitiveness and Statistics Authority,2023,123621.59999999999,,,
Emirates,Naphtha,Final energy consumption -Industry -Other industries,Naphtha consumption,1000 b,Federal Competitiveness and Statistics Authority,2018,1472.3145599999998,,,
Emirates,Naphtha,Final energy consumption -Industry -Other industries,Naphtha consumption,1000 b,Federal Competitiveness and Statistics Authority,2019,817.44384,,,
Emirates,Naphtha,Final energy consumption -Industry -Other industries,Naphtha consumption,1000 b,Federal Competitiveness and Statistics Authority,2020,295.23263999999995,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2010,41970.96,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2011,47282.1,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2012,41742.36,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2013,45940.98,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2014,47594.520000000004,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2015,70058.28,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2016,82793.586,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2017,83585,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2018,83585,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2019,82855,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2020,76128,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2021,83220,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2022,74825,,,
Emirates,Gas oil/diesel oil,Transformation output -Refineries,Production of gas oil/diesel oil,1000 b,Federal Competitiveness and Statistics Authority,2023,77380,,,
Emirates,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Federal Competitiveness and Statistics Authority,2010,32609.835720000003,,,
Emirates,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Federal Competitiveness and Statistics Authority,2011,32165.9631,,,
Emirates,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Federal Competitiveness and Statistics Authority,2012,30888.2796,,,
Emirates,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Federal Competitiveness and Statistics Authority,2013,30415.75578,,,
Emirates,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Federal Competitiveness and Statistics Authority,2014,29467.1496,,,
Emirates,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Federal Competitiveness and Statistics Authority,2015,21209.187960000003,,,
Emirates,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Federal Competitiveness and Statistics Authority,2016,24692.9529,,,
